PDB ID,-log(Kd/Ki),set
4anu,7.68,general
4gh6,7.68,general
4j3m,7.68,general
4r17,7.68,general
4r18,7.68,general
5ak0,7.68,general
5d7a,7.68,general
5di1,7.68,general
5eg4,7.68,general
5ek0,7.68,general
5f1l,7.68,general
5ovi,7.68,general
5q14,7.68,general
5qj2,7.68,general
5u6v,7.68,general
5un9,7.68,general
5wvd,7.68,general
5xmv,7.68,general
5yov,7.68,general
6bw2,7.68,general
6cvx,7.68,general
6do4,7.68,general
6f3i,7.68,general
6g9a,7.68,general
6h12,7.68,general
6msc,7.68,general
6nyh,7.68,general
6q7h,7.68,general
6q8c,7.68,general
2a2x,7.69,general
2itk,7.69,general
4x7i,7.69,general
5q0v,7.69,general
6ezg,7.69,general
1b0f,7.7,general
1h8y,7.7,general
1him,7.7,general
1hww,7.7,general
1iem,7.7,general
1j7z,7.7,general
1m5e,7.7,general
1mm6,7.7,general
1mm7,7.7,general
1pyw,7.7,general
1q1y,7.7,general
1qpe,7.7,general
1sqi,7.7,general
1vja,7.7,general
1x0n,7.7,general
1zaf,7.7,general
2agv,7.7,general
2b54,7.7,general
2bts,7.7,general
2c4f,7.7,general
2e9o,7.7,general
2flu,7.7,general
2fx7,7.7,general
2g1r,7.7,general
2hmw,7.7,general
2ica,7.7,general
2piy,7.7,general
2psj,7.7,general
2qoh,7.7,general
2uw0,7.7,general
2who,7.7,general
2yer,7.7,general
2zyb,7.7,general
3asx,7.7,general
3chq,7.7,general
3eyh,7.7,general
3fei,7.7,general
3hy5,7.7,general
3inh,7.7,general
3k7f,7.7,general
3lhg,7.7,general
3n7r,7.7,general
3n7s,7.7,general
3olf,7.7,general
3q0z,7.7,general
3qcy,7.7,general
3qu0,7.7,general
3qxp,7.7,general
3tpr,7.7,general
3zxr,7.7,general
4bnu,7.7,general
4bnx,7.7,general
4bty,7.7,general
4c36,7.7,general
4cby,7.7,general
4d0w,7.7,general
4d2s,7.7,general
4dfn,7.7,general
4dk7,7.7,general
4e9d,7.7,general
4gcj,7.7,general
4j8r,7.7,general
4k2g,7.7,general
4kln,7.7,general
4l02,7.7,general
4n8e,7.7,general
4nie,7.7,general
4nld,7.7,general
4nw5,7.7,general
4pry,7.7,general
4q0l,7.7,general
4tw9,7.7,general
4tyt,7.7,general
4v1f,7.7,general
4yz9,7.7,general
4zga,7.7,general
5a0a,7.7,general
5a2s,7.7,general
5b0x,7.7,general
5c8k,7.7,general
5dri,7.7,general
5dry,7.7,general
5he4,7.7,general
5hvp,7.7,general
5ktx,7.7,general
5ni7,7.7,general
5ni8,7.7,general
5oq5,7.7,general
5uv5,7.7,general
5w92,7.7,general
5xpl,7.7,general
5y7w,7.7,general
6bfp,7.7,general
6e0r,7.7,general
6f1x,7.7,general
6gbx,7.7,general
6k1s,7.7,general
6m9t,7.7,general
6nfn,7.7,general
6nzg,7.7,general
6qfx,7.7,general
6r5f,7.7,general
6skb,7.7,general
4c37,7.71,general
5zqo,7.71,general
1bl7,7.72,general
1caq,7.72,general
1p93,7.72,general
1uom,7.72,general
1yk7,7.72,general
2l84,7.72,general
2pjb,7.72,general
2wf3,7.72,general
2x2c,7.72,general
2zjf,7.72,general
3c43,7.72,general
3d4f,7.72,general
3e8n,7.72,general
3g9e,7.72,general
3h8c,7.72,general
3hnz,7.72,general
3owb,7.72,general
3w2r,7.72,general
4fzg,7.72,general
4hhz,7.72,general
4hvh,7.72,general
4im0,7.72,general
4j1e,7.72,general
4mw1,7.72,general
4n9d,7.72,general
4qmo,7.72,general
4uvw,7.72,general
4uw1,7.72,general
4x6y,7.72,general
4xe0,7.72,general
4ycm,7.72,general
4ztn,7.72,general
5a3n,7.72,general
5als,7.72,general
5em7,7.72,general
5fqp,7.72,general
5gty,7.72,general
5i2r,7.72,general
5j3s,7.72,general
5klr,7.72,general
5lh8,7.72,general
5lla,7.72,general
5ngb,7.72,general
5nib,7.72,general
5tca,7.72,general
6f96,7.72,general
6qhr,7.72,general
2aou,7.73,general
5y7h,7.73,general
6miy,7.73,general
1bqo,7.74,general
1d8f,7.74,general
1eas,7.74,general
1h36,7.74,general
1heg,7.74,general
1qiw,7.74,general
1qj6,7.74,general
1wu1,7.74,general
1x70,7.74,general
2adu,7.74,general
2bmg,7.74,general
2chx,7.74,general
2jt5,7.74,general
2oh0,7.74,general
2pj8,7.74,general
2uw7,7.74,general
3i7c,7.74,general
3mbl,7.74,general
3o9v,7.74,general
3ohh,7.74,general
3p7b,7.74,general
3ps6,7.74,general
3qk5,7.74,general
3twd,7.74,general
3wcb,7.74,general
3ztx,7.74,general
4anw,7.74,general
4anx,7.74,general
4auy,7.74,general
4cae,7.74,general
4cpq,7.74,general
4gmc,7.74,general
4i9z,7.74,general
4ipf,7.74,general
4jhq,7.74,general
4jik,7.74,general
4kjv,7.74,general
4mm5,7.74,general
4ph4,7.74,general
4xnw,7.74,general
5cin,7.74,general
5eh0,7.74,general
5emm,7.74,general
5i0l,7.74,general
5iu8,7.74,general
5kxi,7.74,general
5nfh,7.74,general
5od5,7.74,general
5uuu,7.74,general
5yhl,7.74,general
5zqp,7.74,general
6c7g,7.74,general
6fo8,7.74,general
6nrf,7.74,general
6nwc,7.74,general
6q8p,7.74,general
6sfj,7.74,general
1rhq,7.75,general
2jkm,7.75,general
3vqs,7.75,general
4l23,7.75,general
5fwr,7.75,general
5mtx,7.75,general
5y5u,7.75,general
6fo9,7.75,general
6n54,7.75,general
6om2,7.75,general
1hdt,7.76,general
2zpk,7.76,general
3q3b,7.76,general
4c38,7.76,general
4xg3,7.76,general
5ckr,7.76,general
5hvy,7.76,general
6e3z,7.76,general
6hhg,7.76,general
6s4u,7.76,general
1axs,7.77,general
1ek1,7.77,general
1my2,7.77,general
1pi5,7.77,general
1wss,7.77,general
2bdy,7.77,general
2fx9,7.77,general
2g70,7.77,general
2jsd,7.77,general
2lzg,7.77,general
2osc,7.77,general
2pj7,7.77,general
2qe2,7.77,general
2vv9,7.77,general
3chs,7.77,general
3d7g,7.77,general
3et7,7.77,general
3hy9,7.77,general
3io7,7.77,general
3iop,7.77,general
3k5c,7.77,general
3kwb,7.77,general
3qpn,7.77,general
3r22,7.77,general
3rcd,7.77,general
3rq7,7.77,general
3ske,7.77,general
3uvq,7.77,general
4alu,7.77,general
4cpx,7.77,general
4dh6,7.77,general
4g1f,7.77,general
4hvg,7.77,general
4jyv,7.77,general
4ke0,7.77,general
4m3q,7.77,general
4md6,7.77,general
4nga,7.77,general
4obp,7.77,general
4oho,7.77,general
4pge,7.77,general
4uuh,7.77,general
4wsy,7.77,general
4y83,7.77,general
4ycn,7.77,general
4zyt,7.77,general
5abw,7.77,general
5apr,7.77,general
5csz,7.77,general
5fp0,7.77,general
5g1n,7.77,general
5kjn,7.77,general
5lwn,7.77,general
5nt4,7.77,general
5qqo,7.77,general
5t97,7.77,general
5w5s,7.77,general
6apr,7.77,general
6cnk,7.77,general
6e6v,7.77,general
6ez9,7.77,general
6oir,7.77,general
6q9s,7.77,general
2bu5,7.78,general
2q6c,7.78,general
4jln,7.78,general
4q1d,7.78,general
4r6e,7.78,general
5a3r,7.78,general
1j19,7.79,general
1ywh,7.79,general
5jn9,7.79,general
6iuo,7.79,general
1al7,7.8,general
1cwc,7.8,general
1f28,7.8,general
1g49,7.8,general
1q6j,7.8,general
2chz,7.8,general
2ea2,7.8,general
2hd6,7.8,general
2oph,7.8,general
3g5v,7.8,general
3g8o,7.8,general
3hq5,7.8,general
3kba,7.8,general
3oy1,7.8,general
3phe,7.8,general
3rwj,7.8,general
3s3i,7.8,general
3t07,7.8,general
3unz,7.8,general
4a9r,7.8,general
4aa5,7.8,general
4c1m,7.8,general
4fny,7.8,general
4fnz,7.8,general
4glx,7.8,general
4hvs,7.8,general
4ijp,7.8,general
4jzr,7.8,general
4p44,7.8,general
4p45,7.8,general
4qxt,7.8,general
4r93,7.8,general
4rj4,7.8,general
4uiv,7.8,general
4uxq,7.8,general
4x6j,7.8,general
5cte,7.8,general
5cy3,7.8,general
5iu2,7.8,general
5j9z,7.8,general
5jjr,7.8,general
5lmb,7.8,general
5nvf,7.8,general
5nwb,7.8,general
5t92,7.8,general
5try,7.8,general
5ts0,7.8,general
5tx5,7.8,general
5uz0,7.8,general
5w0f,7.8,general
6h7m,7.8,general
6i8z,7.8,general
6nfz,7.8,general
6s9d,7.8,general
2yem,7.81,general
4o4y,7.81,general
5y7z,7.81,general
1eat,7.82,general
1gfw,7.82,general
1nde,7.82,general
1q3d,7.82,general
1sqq,7.82,general
1yly,7.82,general
2a4r,7.82,general
2b8l,7.82,general
2bdl,7.82,general
2euf,7.82,general
2f9v,7.82,general
2o5k,7.82,general
2o7n,7.82,general
2oc0,7.82,general
2pj5,7.82,general
2pu0,7.82,general
2x6e,7.82,general
2xfi,7.82,general
3bi6,7.82,general
3dz6,7.82,general
3koo,7.82,general
3l13,7.82,general
3mj1,7.82,general
3mj2,7.82,general
3n51,7.82,general
3ncz,7.82,general
3odi,7.82,general
3tpp,7.82,general
3uo6,7.82,general
3uph,7.82,general
3we4,7.82,general
3zp9,7.82,general
4a4l,7.82,general
4b0g,7.82,general
4bfp,7.82,general
4bgg,7.82,general
4n9e,7.82,general
4no9,7.82,general
4o13,7.82,general
4wuy,7.82,general
4x9r,7.82,general
4y5h,7.82,general
4ydg,7.82,general
4z1q,7.82,general
4zsa,7.82,general
5ake,7.82,general
5bq0,7.82,general
5hdv,7.82,general
5hmi,7.82,general
5kj2,7.82,general
5kpm,7.82,general
5mhp,7.82,general
5n9l,7.82,general
5nvh,7.82,general
5trg,7.82,general
5tyl,7.82,general
6a8n,7.82,general
6hcu,7.82,general
6iby,7.82,general
6ic6,7.82,general
6jz0,7.82,general
6oi8,7.82,general
6plg,7.82,general
1m5f,7.83,general
3mz3,7.83,general
3ole,7.83,general
5wf6,7.83,general
3olg,7.84,general
3ttn,7.84,general
3twj,7.84,general
5ne3,7.84,general
5va9,7.84,general
6mjj,7.84,general
1jwt,7.85,general
1o2t,7.85,general
1w12,7.85,general
1x78,7.85,general
2oz7,7.85,general
2x8e,7.85,general
2xcs,7.85,general
3bel,7.85,general
3bi0,7.85,general
3cib,7.85,general
3d7d,7.85,general
3e51,7.85,general
3efk,7.85,general
3eta,7.85,general
3h9k,7.85,general
3i5n,7.85,general
3ika,7.85,general
3ooz,7.85,general
3qti,7.85,general
3tl5,7.85,general
3ua8,7.85,general
3uyt,7.85,general
3vw6,7.85,general
4avu,7.85,general
4bjc,7.85,general
4dfw,7.85,general
4fs3,7.85,general
4gk4,7.85,general
4i0r,7.85,general
4kbc,7.85,general
4o44,7.85,general
4p4b,7.85,general
4pg3,7.85,general
4qlv,7.85,general
4qmp,7.85,general
4r95,7.85,general
4res,7.85,general
4u6r,7.85,general
4x7q,7.85,general
4x9v,7.85,general
4yc8,7.85,general
5dgz,7.85,general
5e90,7.85,general
5fxq,7.85,general
5khx,7.85,general
5tpg,7.85,general
5tzz,7.85,general
5uc1,7.85,general
5yg3,7.85,general
6cyc,7.85,general
6dvn,7.85,general
6f7i,7.85,general
6fgq,7.85,general
6myn,7.85,general
6q39,7.85,general
6qad,7.85,general
1fq6,7.86,general
2ydv,7.86,general
2zas,7.86,general
3hwx,7.86,general
5y6e,7.86,general
6cfd,7.86,general
6f9t,7.86,general
6h14,7.86,general
6op0,7.86,general
2z6w,7.87,general
4rvk,7.87,general
5ny6,7.87,general
5q16,7.87,general
5twz,7.87,general
5uwn,7.87,general
5v5y,7.87,general
5vc6,7.87,general
6e4u,7.87,general
6fo7,7.87,general
6n53,7.87,general
6n55,7.87,general
2clv,7.88,general
3sie,7.88,general
4ele,7.88,general
5ap6,7.88,general
6mjq,7.88,general
1au2,7.89,general
1bm6,7.89,general
1cwb,7.89,general
1erq,7.89,general
1gj7,7.89,general
1h2u,7.89,general
1klg,7.89,general
1kvo,7.89,general
1npz,7.89,general
1q6m,7.89,general
1qng,7.89,general
1v79,7.89,general
1vjb,7.89,general
1waw,7.89,general
1wdy,7.89,general
1x7a,7.89,general
1ywr,7.89,general
2ajl,7.89,general
2f3k,7.89,general
2g2r,7.89,general
2j50,7.89,general
2onc,7.89,general
2ovz,7.89,general
2pj4,7.89,general
2qd9,7.89,general
2vj6,7.89,general
2wf4,7.89,general
2xfj,7.89,general
2xxy,7.89,general
2ym8,7.89,general
3a29,7.89,general
3e3u,7.89,general
3f8s,7.89,general
3gxz,7.89,general
3h59,7.89,general
3i81,7.89,general
3kr5,7.89,general
3mg6,7.89,general
3mg7,7.89,general
3mvl,7.89,general
3n75,7.89,general
3uoh,7.89,general
3uzp,7.89,general
3v04,7.89,general
3vtc,7.89,general
3wax,7.89,general
4axm,7.89,general
4bzo,7.89,general
4djs,7.89,general
4dzw,7.89,general
4eg4,7.89,general
4ehr,7.89,general
4gts,7.89,general
4j1k,7.89,general
4kb8,7.89,general
4mz4,7.89,general
4rx9,7.89,general
4u93,7.89,general
4y85,7.89,general
4yp8,7.89,general
4yti,7.89,general
4zz1,7.89,general
5csd,7.89,general
5d7r,7.89,general
5emk,7.89,general
5fb7,7.89,general
5fwj,7.89,general
5hkm,7.89,general
5hvu,7.89,general
5ihc,7.89,general
5jf2,7.89,general
5jgb,7.89,general
5kit,7.89,general
5kyj,7.89,general
5m4f,7.89,general
5m4i,7.89,general
5m56,7.89,general
5ml2,7.89,general
5olb,7.89,general
5t1a,7.89,general
5tkb,7.89,general
5tt7,7.89,general
5u8a,7.89,general
5ugc,7.89,general
6ckx,7.89,general
6dql,7.89,general
6k0j,7.89,general
6s90,7.89,general
6un1,7.89,general
2e9v,7.9,general
2yiq,7.9,general
3hha,7.9,general
3k22,7.9,general
4gk7,7.9,general
4uiu,7.9,general
5up3,7.9,general
6e2n,7.9,general
2h5j,7.91,general
2q1l,7.91,general
2qk8,7.91,general
3sv8,7.91,general
4a50,7.91,general
4tvj,7.91,general
6cf7,7.91,general
1avp,7.92,general
1c4y,7.92,general
1f90,7.92,general
1k1p,7.92,general
1p2a,7.92,general
1q6s,7.92,general
1tfq,7.92,general
1tg5,7.92,general
1tl7,7.92,general
1xbc,7.92,general
1zfk,7.92,general
2cem,7.92,general
2gbf,7.92,general
2hxl,7.92,general
2irz,7.92,general
2pj2,7.92,general
2pj9,7.92,general
2q7o,7.92,general
2w1e,7.92,general
2x6d,7.92,general
2y0j,7.92,general
2yj2,7.92,general
3au6,7.92,general
3e0p,7.92,general
3fi3,7.92,general
3fz1,7.92,general
3h9f,7.92,general
3hhm,7.92,general
3hv7,7.92,general
3ivi,7.92,general
3kc0,7.92,general
3o0u,7.92,general
3od0,7.92,general
3p3j,7.92,general
3q92,7.92,general
3qpp,7.92,general
3rah,7.92,general
3sbi,7.92,general
3vtd,7.92,general
3wdc,7.92,general
3wv2,7.92,general
4ael,7.92,general
4at4,7.92,general
4bky,7.92,general
4g0c,7.92,general
4g68,7.92,general
4hs8,7.92,general
4j1f,7.92,general
4j5p,7.92,general
4kmu,7.92,general
4mq1,7.92,general
4mzs,7.92,general
4qga,7.92,general
4quo,7.92,general
4wt6,7.92,general
4xv3,7.92,general
4yjn,7.92,general
5aix,7.92,general
5db3,7.92,general
5ewm,7.92,general
5g3n,7.92,general
5ghv,7.92,general
5gjd,7.92,general
5kjk,7.92,general
5ly2,7.92,general
5nut,7.92,general
5q0h,7.92,general
5wh6,7.92,general
6fr2,7.92,general
6gfx,7.92,general
6mck,7.92,general
6me1,7.92,general
6nem,7.92,general
6qmr,7.92,general
6r0k,7.92,general
4g34,7.93,general
6ijl,7.93,general
1mem,7.94,general
3dcs,7.94,general
3hqy,7.94,general
4gtp,7.94,general
6b5a,7.94,general
6en6,7.94,general
6kzc,7.94,general
1leg,7.95,general
1sqb,7.95,general
2itp,7.95,general
3bh8,7.95,general
3fmq,7.95,general
3u7n,7.95,general
4bxk,7.95,general
5uig,7.95,general
6nvh,7.95,general
6nvl,7.95,general
6oac,7.95,general
1idb,7.96,general
1nzq,7.96,general
1o3e,7.96,general
1o3g,7.96,general
1xom,7.96,general
2e2b,7.96,general
2eh8,7.96,general
2j6m,7.96,general
2oah,7.96,general
2oc9,7.96,general
2p83,7.96,general
2q15,7.96,general
2zva,7.96,general
3e3b,7.96,general
3fzr,7.96,general
3g5d,7.96,general
3iok,7.96,general
3ndm,7.96,general
3nnx,7.96,general
3nwb,7.96,general
3pp0,7.96,general
3qs1,7.96,general
3rvi,7.96,general
3sni,7.96,general
3uh4,7.96,general
3v5j,7.96,general
3vw9,7.96,general
3w5e,7.96,general
4bcj,7.96,general
4g2j,7.96,general
4j2t,7.96,general
4jbs,7.96,general
4m4q,7.96,general
4m5u,7.96,general
4ncg,7.96,general
4pp7,7.96,general
4q15,7.96,general
4r7m,7.96,general
4uff,7.96,general
4uvx,7.96,general
4uxb,7.96,general
4y46,7.96,general
4y8c,7.96,general
4yhz,7.96,general
4yt6,7.96,general
4yv8,7.96,general
4zam,7.96,general
5ajx,7.96,general
5ea7,7.96,general
5fao,7.96,general
5h0b,7.96,general
5jgd,7.96,general
5ji6,7.96,general
5o83,7.96,general
5qcl,7.96,general
5u8f,7.96,general
5vc5,7.96,general
5wqa,7.96,general
5xv7,7.96,general
6chn,7.96,general
6dhc,7.96,general
6dvl,7.96,general
6eqm,7.96,general
6f1w,7.96,general
6fyv,7.96,general
6g93,7.96,general
6gl3,7.96,general
6h3k,7.96,general
6h4d,7.96,general
6htr,7.96,general
6nel,7.96,general
3amv,7.97,general
3fmr,7.97,general
3ldw,7.97,general
4x1f,7.97,general
5ap1,7.97,general
5ap5,7.97,general
5lxc,7.97,general
5zqr,7.97,general
6hhj,7.97,general
6itj,7.97,general
4gto,7.98,general
5twl,7.98,general
1mf4,7.99,general
6mjw,7.99,general
1apw,8.0,general
1ayv,8.0,general
1b5g,8.0,general
1bzs,8.0,general
1fpp,8.0,general
1fvv,8.0,general
1g2a,8.0,general
1i5d,8.0,general
1nc6,8.0,general
1o46,8.0,general
1sm2,8.0,general
1tps,8.0,general
1utr,8.0,general
1ycm,8.0,general
1yhs,8.0,general
1ym2,8.0,general
1yw8,8.0,general
1z3j,8.0,general
2ama,8.0,general
2p4i,8.0,general
2r3j,8.0,general
2r3m,8.0,general
2r6f,8.0,general
2w1c,8.0,general
2wev,8.0,general
2ymt,8.0,general
2z8e,8.0,general
3c9e,8.0,general
3co9,8.0,general
3cvk,8.0,general
3cwj,8.0,general
3d5m,8.0,general
3dba,8.0,general
3dej,8.0,general
3fc1,8.0,general
3gur,8.0,general
3gzn,8.0,general
3hx3,8.0,general
3l0e,8.0,general
3l8x,8.0,general
3nga,8.0,general
3qd3,8.0,general
3rey,8.0,general
3rwd,8.0,general
3s7m,8.0,general
4ap0,8.0,general
4axa,8.0,general
4bxn,8.0,general
4d08,8.0,general
4dr9,8.0,general
4f7l,8.0,general
4g8l,8.0,general
4hcu,8.0,general
4jjf,8.0,general
4jyu,8.0,general
4kfp,8.0,general
4l4m,8.0,general
4lp0,8.0,general
4lpb,8.0,general
4lv2,8.0,general
4mb9,8.0,general
4o2e,8.0,general
4pzh,8.0,general
4qg7,8.0,general
4qmt,8.0,general
4twt,8.0,general
4u45,8.0,general
4ue1,8.0,general
4ufu,8.0,general
4x6i,8.0,general
4yff,8.0,general
4ykn,8.0,general
4zjj,8.0,general
4zt2,8.0,general
4zt3,8.0,general
4zt4,8.0,general
4zt5,8.0,general
4zt6,8.0,general
4zt7,8.0,general
5a5d,8.0,general
5bml,8.0,general
5ceh,8.0,general
5czb,8.0,general
5dsx,8.0,general
5fap,8.0,general
5ftq,8.0,general
5hex,8.0,general
5hx6,8.0,general
5lj0,8.0,general
5ml5,8.0,general
5mra,8.0,general
5nwd,8.0,general
5o22,8.0,general
5o7e,8.0,general
5ows,8.0,general
5t4f,8.0,general
5trs,8.0,general
5w0q,8.0,general
5w85,8.0,general
5web,8.0,general
5wfz,8.0,general
6df7,8.0,general
6fkq,8.0,general
6g9s,8.0,general
6gn1,8.0,general
6htd,8.0,general
6i8b,8.0,general
6ib2,8.0,general
6iqg,8.0,general
6n4e,8.0,general
6oqn,8.0,general
6pyu,8.0,general
6rmf,8.0,general
6udx,8.0,general
6uwv,8.0,general
8abp,8.0,general
9abp,8.0,general
1m5b,8.01,general
2pj1,8.01,general
3p44,8.01,general
4muw,8.01,general
4xg6,8.01,general
4zyq,8.01,general
5f95,8.01,general
5g10,8.01,general
5ntk,8.01,general
6q8a,8.01,general
2zdt,8.02,general
3iit,8.02,general
3n4c,8.02,general
3v49,8.02,general
4n00,8.02,general
5q1a,8.02,general
5v5n,8.02,general
6ay3,8.02,general
6fii,8.02,general
1z6j,8.03,general
5t4h,8.03,general
5uwl,8.03,general
6bfn,8.03,general
6do3,8.03,general
1mpa,8.04,general
1rhj,8.04,general
2mpa,8.04,general
3at3,8.04,general
3vzv,8.04,general
4gtm,8.04,general
4q1f,8.04,general
4zy0,8.04,general
4zz2,8.04,general
5k1i,8.04,general
5lce,8.04,general
5t3n,8.04,general
5uhi,8.04,general
5w6e,8.04,general
5yy9,8.04,general
6i0b,8.04,general
1hrn,8.05,general
1jjt,8.05,general
1ke7,8.05,general
1lqd,8.05,general
1o42,8.05,general
1ong,8.05,general
1qj1,8.05,general
1sjh,8.05,general
1x7r,8.05,general
2i0h,8.05,general
2iw9,8.05,general
2jjk,8.05,general
2no3,8.05,general
2wxh,8.05,general
2xcg,8.05,general
2xm9,8.05,general
2z60,8.05,general
2zv9,8.05,general
3cd8,8.05,general
3emg,8.05,general
3ens,8.05,general
3eqy,8.05,general
3mwu,8.05,general
3nnw,8.05,general
3ot8,8.05,general
3oys,8.05,general
3qkl,8.05,general
3txo,8.05,general
4a4o,8.05,general
4aa4,8.05,general
4bcc,8.05,general
4byi,8.05,general
4mk9,8.05,general
4o4g,8.05,general
4ogv,8.05,general
4oth,8.05,general
4qhp,8.05,general
4urm,8.05,general
4wmc,8.05,general
4x7l,8.05,general
4y8d,8.05,general
4yqh,8.05,general
4zhm,8.05,general
4zyy,8.05,general
5abg,8.05,general
5ece,8.05,general
5fxs,8.05,general
5iha,8.05,general
5j87,8.05,general
5k5n,8.05,general
5kq5,8.05,general
5ni5,8.05,general
5o45,8.05,general
5oci,8.05,general
5q15,8.05,general
5w7u,8.05,general
6b2q,8.05,general
6bxy,8.05,general
6chl,8.05,general
6e4t,8.05,general
6esn,8.05,general
6ety,8.05,general
6i5i,8.05,general
6ocu,8.05,general
6ooz,8.05,general
1iwq,8.06,general
1zgb,8.06,general
2qu5,8.06,general
3hiw,8.06,general
3ovz,8.06,general
4avt,8.06,general
4fab,8.06,general
4i5m,8.06,general
5ea5,8.06,general
5q0n,8.06,general
6a3n,8.06,general
6kqi,8.06,general
6pl2,8.06,general
1dva,8.07,general
1gni,8.07,general
1jtq,8.07,general
1wxz,8.07,general
2jbo,8.07,general
2jbp,8.07,general
3ant,8.07,general
3jwr,8.07,general
3l9n,8.07,general
3oxz,8.07,general
3r2y,8.07,general
3v8w,8.07,general
4exg,8.07,general
4um9,8.07,general
5aa8,8.07,general
6nvg,8.07,general
6qg4,8.07,general
6s89,8.07,general
6s8a,8.07,general
2q70,8.08,general
3fmz,8.08,general
3k39,8.08,general
3lil,8.08,general
3wd9,8.08,general
4edz,8.08,general
4hzz,8.08,general
4mf0,8.08,general
4qlu,8.08,general
4wxi,8.08,general
5q1c,8.08,general
6do1,8.08,general
6fiv,8.08,general
1acj,8.09,general
1lhf,8.09,general
2pj0,8.09,general
3kqe,8.09,general
3oe6,8.09,general
3s2a,8.09,general
4his,8.09,general
4kzc,8.09,general
5cf6,8.09,general
5tv3,8.09,general
5two,8.09,general
6n4t,8.09,general
1dbk,8.1,general
1l6m,8.1,general
1ody,8.1,general
1p4r,8.1,general
1pq6,8.1,general
1qj7,8.1,general
1rhr,8.1,general
1rt1,8.1,general
1uk0,8.1,general
1xud,8.1,general
1zxc,8.1,general
2a5u,8.1,general
2b52,8.1,general
2hiw,8.1,general
2iog,8.1,general
2qk5,8.1,general
2ql5,8.1,general
2qp8,8.1,general
2qzl,8.1,general
2rcw,8.1,general
2wpa,8.1,general
3at4,8.1,general
3caj,8.1,general
3ccc,8.1,general
3ion,8.1,general
3ith,8.1,general
3jzs,8.1,general
3l58,8.1,general
3l8v,8.1,general
3l9h,8.1,general
3lox,8.1,general
3lxs,8.1,general
3nal,8.1,general
3qai,8.1,general
3skg,8.1,general
3tyv,8.1,general
3vw7,8.1,general
4bid,8.1,general
4d0x,8.1,general
4e90,8.1,general
4eg5,8.1,general
4eqc,8.1,general
4frk,8.1,general
4hai,8.1,general
4hgl,8.1,general
4i1c,8.1,general
4i9i,8.1,general
4jq8,8.1,general
4nwm,8.1,general
4oq3,8.1,general
4p10,8.1,general
4pms,8.1,general
4rwl,8.1,general
4ryg,8.1,general
4u44,8.1,general
4wf2,8.1,general
4wht,8.1,general
4why,8.1,general
4wke,8.1,general
4wnp,8.1,general
4xy2,8.1,general
4zxx,8.1,general
4zyi,8.1,general
5a6b,8.1,general
5ar8,8.1,general
5ax9,8.1,general
5ei8,8.1,general
5enk,8.1,general
5jyy,8.1,general
5lck,8.1,general
5ml8,8.1,general
5mqv,8.1,general
5q0m,8.1,general
5t2g,8.1,general
5tzc,8.1,general
5ug9,8.1,general
5w4w,8.1,general
5w5o,8.1,general
5wg3,8.1,general
5xyz,8.1,general
6e0q,8.1,general
6e6j,8.1,general
6eyz,8.1,general
6ffi,8.1,general
6g9m,8.1,general
6gjb,8.1,general
6hub,8.1,general
6m87,8.1,general
6ma1,8.1,general
6mu1,8.1,general
6nsq,8.1,general
6ode,8.1,general
6pm9,8.1,general
1err,8.11,general
2jko,8.11,general
2jkq,8.11,general
2znu,8.11,general
3vry,8.11,general
3vye,8.11,general
4aze,8.11,general
4ge4,8.11,general
4p6g,8.11,general
4puz,8.11,general
4v04,8.11,general
4z7i,8.11,general
5ea4,8.11,general
5lhi,8.11,general
5wad,8.11,general
5zml,8.11,general
6cjp,8.11,general
6cnj,8.11,general
6q9h,8.11,general
2k2g,8.12,general
3hiv,8.12,general
3rwc,8.12,general
3upx,8.12,general
4li8,8.12,general
4ngs,8.12,general
6b33,8.12,general
6d1l,8.12,general
3dng,8.13,general
3oev,8.13,general
3q3k,8.13,general
4qfr,8.13,general
4ud7,8.13,general
5alc,8.13,general
5kww,8.13,general
3lxg,8.14,general
3odu,8.14,general
3oe8,8.14,general
4jt9,8.14,general
4q07,8.14,general
4rlp,8.14,general
4zy1,8.14,general
5jk3,8.14,general
5kup,8.14,general
5xms,8.14,general
6duf,8.14,general
6g1w,8.14,general
1aq1,8.15,general
1g27,8.15,general
1ikx,8.15,general
1jlq,8.15,general
1pfy,8.15,general
1pmn,8.15,general
1tfz,8.15,general
1tt1,8.15,general
1u9x,8.15,general
2ayp,8.15,general
2bed,8.15,general
2bkz,8.15,general
2fm2,8.15,general
2wxi,8.15,general
2ydk,8.15,general
2ywp,8.15,general
2zof,8.15,general
3bea,8.15,general
3byo,8.15,general
3dz5,8.15,general
3faa,8.15,general
3frz,8.15,general
3g0b,8.15,general
3h0e,8.15,general
3i1y,8.15,general
3kb7,8.15,general
3l54,8.15,general
3nw6,8.15,general
3nww,8.15,general
3oaw,8.15,general
3r4o,8.15,general
3rtp,8.15,general
3v5l,8.15,general
4alv,8.15,general
4bcf,8.15,general
4bcg,8.15,general
4dbn,8.15,general
4e4x,8.15,general
4erw,8.15,general
4ge7,8.15,general
4jr5,8.15,general
4jze,8.15,general
4kip,8.15,general
4l33,8.15,general
4lop,8.15,general
4loq,8.15,general
4lxb,8.15,general
4mbi,8.15,general
4n5t,8.15,general
4ona,8.15,general
4op3,8.15,general
4qiz,8.15,general
4qt1,8.15,general
4ufe,8.15,general
4ufg,8.15,general
